"kind","code_or_message","module","device_layer","source","catalog_generated_at"
"backend_message","Đơn chưa được liên kết với connector đơn web Haravan.","haravanConnector","Backend / all clients","server/services/haravanConnector.js:1458","2026-09-20T16:19:46.383Z"
"backend_message","Đơn không thuộc chi nhánh đang thao tác.","haravanConnector","Backend / all clients","server/services/haravanConnector.js:1460","2026-09-20T16:19:46.383Z"
"backend_message","Gian hàng Haravan không thuộc chi nhánh đang thao tác.","haravanConnector","Backend / all clients","server/services/haravanConnector.js:143","2026-09-20T16:19:46.383Z"
"backend_message","Haravan chưa cấp quyền ${missing.join(","haravanConnector","Backend / all clients","server/services/haravanConnector.js:379","2026-09-20T16:19:46.383Z"
"backend_message","Haravan customer response missing id","haravanConnector","Backend / all clients","server/services/haravanConnector.js:960","2026-09-20T16:19:46.383Z"
"backend_message","Haravan không hỗ trợ thao tác đơn: ${action}","haravanConnector","Backend / all clients","server/services/haravanConnector.js:1467","2026-09-20T16:19:46.383Z"
"backend_message","Haravan OAuth did not return shop domain; pass ?shop=your-shop.myharavan.com to callback.","haravanConnector","Backend / all clients","server/services/haravanConnector.js:353","2026-09-20T16:19:46.383Z"
"backend_message","Haravan order response missing id","haravanConnector","Backend / all clients","server/services/haravanConnector.js:1020","2026-09-20T16:19:46.383Z"
"backend_message","Haravan trả về nonce không hợp lệ. Hãy kết nối lại.","haravanConnector","Backend / all clients","server/services/haravanConnector.js:350","2026-09-20T16:19:46.383Z"
"backend_message","Haravan webhook ${method} loi mang: ${netErr.message}","haravanConnector","Backend / all clients","server/services/haravanConnector.js:472","2026-09-20T16:19:46.383Z"
"backend_message","HARAVAN_ACCESS_TOKEN is not set","haravanConnector","Backend / all clients","server/services/haravanConnector.js:409","2026-09-20T16:19:46.383Z"
"backend_message","HARAVAN_CLIENT_ID is not set","haravanConnector","Backend / all clients","server/services/haravanConnector.js:287","2026-09-20T16:19:46.383Z"
"backend_message","HARAVAN_CLIENT_ID/HARAVAN_CLIENT_SECRET are not set","haravanConnector","Backend / all clients","server/services/haravanConnector.js:304","2026-09-20T16:19:46.383Z"
"backend_message","HARAVAN_CLIENT_SECRET is not set","haravanConnector","Backend / all clients","server/services/haravanConnector.js:73","2026-09-20T16:19:46.383Z"
"backend_message","HARAVAN_DEFAULT_BRANCH_ID does not match an active branch: ${wanted ||","haravanConnector","Backend / all clients","server/services/haravanConnector.js:200","2026-09-20T16:19:46.383Z"
"backend_message","HARAVAN_LOCATION_ID is not set","haravanConnector","Backend / all clients","server/services/haravanConnector.js:1262","2026-09-20T16:19:46.383Z"
"backend_message","haravan_location_id_required","haravanConnector","Backend / all clients","server/services/haravanConnector.js:1151","2026-09-20T16:19:46.383Z"
"backend_message","haravan_order_not_synced_yet","haravanConnector","Backend / all clients","server/services/haravanConnector.js:1041","2026-09-20T16:19:46.383Z"
"backend_message","Hoàn tiền cần ít nhất một dòng hàng.","haravanConnector","Backend / all clients","server/services/haravanConnector.js:1492","2026-09-20T16:19:46.383Z"
"backend_message","invalid_haravan_verify_token","haravanConnector","Backend / all clients","server/services/haravanConnector.js:251","2026-09-20T16:19:46.383Z"
"backend_message","invalid_webhook_signature","haravanConnector","Backend / all clients","server/services/haravanConnector.js:261","2026-09-20T16:19:46.383Z"
"backend_message","Không tìm thấy biến thể Haravan cần liên kết.","haravanConnector","Backend / all clients","server/services/haravanConnector.js:1417","2026-09-20T16:19:46.383Z"
"backend_message","Không tìm thấy gian hàng Haravan trong chi nhánh này.","haravanConnector","Backend / all clients","server/services/haravanConnector.js:1350","2026-09-20T16:19:46.383Z"
"backend_message","missing_haravan_oauth_code","haravanConnector","Backend / all clients","server/services/haravanConnector.js:345","2026-09-20T16:19:46.383Z"
"backend_message","missing_haravan_order_id","haravanConnector","Backend / all clients","server/services/haravanConnector.js:600","2026-09-20T16:19:46.383Z"
"backend_message","missing_haravan_product_id","haravanConnector","Backend / all clients","server/services/haravanConnector.js:816","2026-09-20T16:19:46.383Z"
"backend_message","Phiên cài đặt Haravan không hợp lệ.","haravanConnector","Backend / all clients","server/services/haravanConnector.js:375","2026-09-20T16:19:46.383Z"
"backend_message","Phiên kết nối Haravan đã hết hạn. Hãy thử kết nối lại.","haravanConnector","Backend / all clients","server/services/haravanConnector.js:89","2026-09-20T16:19:46.383Z"
"backend_message","Phiên kết nối Haravan không hợp lệ. Hãy kết nối lại từ Dan-D Pak.","haravanConnector","Backend / all clients","server/services/haravanConnector.js:85","2026-09-20T16:19:46.383Z"
"backend_message","Sản phẩm POS không tồn tại trong chi nhánh này.","haravanConnector","Backend / all clients","server/services/haravanConnector.js:1419","2026-09-20T16:19:46.383Z"
"backend_message","Số tiền hoàn khi hủy vượt quá giá trị đơn.","haravanConnector","Backend / all clients","server/services/haravanConnector.js:1480","2026-09-20T16:19:46.383Z"
"backend_message","Số tiền hoàn không hợp lệ.","haravanConnector","Backend / all clients","server/services/haravanConnector.js:1502","2026-09-20T16:19:46.383Z"
"backend_message","Token Haravan chưa có quyền wh_api. Hãy kết nối lại bằng tài khoản chủ shop/admin sau khi đăng ký Webhook trong Haravan Partners.","haravanConnector","Backend / all clients","server/services/haravanConnector.js:452","2026-09-20T16:19:46.383Z"
"backend_message","unsupported outbound topic: ${row.topic}","haravanConnector","Backend / all clients","server/services/haravanConnector.js:1092","2026-09-20T16:19:46.383Z"
"backend_message","unsupported_haravan_resource","haravanConnector","Backend / all clients","server/services/haravanConnector.js:1117","2026-09-20T16:19:46.383Z"
"backend_message","Đơn không tồn tại","history","Backend / all clients","server/services/history.js:156","2026-09-20T16:19:46.383Z"
"backend_message","lý do nghiệp vụ","http","Backend / all clients","server/core/http.js:16","2026-09-20T16:19:46.383Z"
"backend_message","Yêu cầu trước đó đang được xử lý, vui lòng chờ trong giây lát.","idempotency","Backend / all clients","server/services/idempotency.js:91","2026-09-20T16:19:46.383Z"
"backend_message","Nội dung file không khớp định dạng ảnh đã khai báo","imageValidation","Backend / all clients","server/core/imageValidation.js:28","2026-09-20T16:19:46.383Z"
"backend_message","${item.name} bắt buộc nhập hạn sử dụng","inventory","Backend / all clients","server/services/inventory.js:1343","2026-09-20T16:19:46.383Z"
"backend_message","${label} quá dài (tối đa ${max} ký tự)","inventory","Backend / all clients","server/services/inventory.js:75","2026-09-20T16:19:46.383Z"
"backend_message","Bảng giá chung là mặc định — không sửa được","inventory","Backend / all clients","server/services/inventory.js:450","2026-09-20T16:19:46.383Z"
"backend_message","Bảng giá chung phải có giá bán","inventory","Backend / all clients","server/services/inventory.js:490","2026-09-20T16:19:46.383Z"
"backend_message","Can nhap PIN cua Thu kho, Manager hoac Admin de tao/cau hinh kho.","inventory","Backend / all clients","server/modules/inventory/routes.js:9","2026-09-20T16:19:46.383Z"
"backend_message","Chỉ hủy được phiếu kiểm ở trạng thái Phiếu tạm","inventory","Backend / all clients","server/services/inventory.js:1123","2026-09-20T16:19:46.383Z"
"backend_message","Chỉ sửa được phiếu kiểm ở trạng thái Phiếu tạm","inventory","Backend / all clients","server/services/inventory.js:1034","2026-09-20T16:19:46.383Z"
"backend_message","Chưa có dòng hàng để xuất","inventory","Backend / all clients","server/services/inventory.js:876","2026-09-20T16:19:46.383Z"
"backend_message","Chưa có dòng kiểm kho","inventory","Backend / all clients","server/services/inventory.js:1024","2026-09-20T16:19:46.383Z"
"backend_message","Kho không thuộc chi nhánh hoặc không còn hoạt động","inventory","Backend / all clients","server/services/inventory.js:136","2026-09-20T16:19:46.383Z"
"backend_message","Kho không tồn tại","inventory","Backend / all clients","server/services/inventory.js:206","2026-09-20T16:19:46.383Z"
"backend_message","Kho kiểm không tồn tại","inventory","Backend / all clients","server/services/inventory.js:1022","2026-09-20T16:19:46.383Z"
"backend_message","Kho nguồn hoặc kho đích không tồn tại","inventory","Backend / all clients","server/services/inventory.js:791","2026-09-20T16:19:46.383Z"
"backend_message","Kho xuất không tồn tại","inventory","Backend / all clients","server/services/inventory.js:862","2026-09-20T16:19:46.383Z"
"backend_message","Khong tim thay ma vach","inventory","Backend / all clients","server/modules/inventory/routes.js:56","2026-09-20T16:19:46.383Z"
"backend_message","Không đủ tồn ở kho nguồn: ${item.name} (còn ${roundQty(availAtSource)} ${item.unit})","inventory","Backend / all clients","server/services/inventory.js:808","2026-09-20T16:19:46.383Z"
"backend_message","Không đủ tồn: ${item.name} (còn ${roundQty(available)} ${item.unit})","inventory","Backend / all clients","server/services/inventory.js:1389","2026-09-20T16:19:46.383Z"
"backend_message","Không thể tắt/đổi loại kho này — mỗi loại kho cần ít nhất một kho đang bật để phục vụ bán hàng (${cur.type ===","inventory","Backend / all clients","server/services/inventory.js:223","2026-09-20T16:19:46.383Z"
"backend_message","Không tìm thấy bảng giá","inventory","Backend / all clients","server/services/inventory.js:500","2026-09-20T16:19:46.383Z"
"backend_message","Không tìm thấy sản phẩm","inventory","Backend / all clients","server/services/inventory.js:484","2026-09-20T16:19:46.383Z"
"backend_message","Không xóa được bảng giá chung","inventory","Backend / all clients","server/services/inventory.js:468","2026-09-20T16:19:46.383Z"
"backend_message","Lot không đủ tồn","inventory","Backend / all clients","server/services/inventory.js:1470","2026-09-20T16:19:46.383Z"
"backend_message","Lot không tồn tại","inventory","Backend / all clients","server/services/inventory.js:1469","2026-09-20T16:19:46.383Z"
"backend_message","Mã hàng hoặc mã vạch đã tồn tại","inventory","Backend / all clients","server/services/inventory.js:624","2026-09-20T16:19:46.383Z"
"backend_message","Mã kho đã tồn tại","inventory","Backend / all clients","server/services/inventory.js:216","2026-09-20T16:19:46.383Z"
"backend_message","Mặt hàng kho bếp không tồn tại","inventory","Backend / all clients","server/services/inventory.js:604","2026-09-20T16:19:46.383Z"
"backend_message","Mặt hàng không tồn tại","inventory","Backend / all clients","server/services/inventory.js:1430","2026-09-20T16:19:46.383Z"
"backend_message","Mặt hàng không tồn tại: ${item_id}","inventory","Backend / all clients","server/services/inventory.js:978","2026-09-20T16:19:46.383Z"
"backend_message","Mặt hàng không tồn tại: ${r.item_id ||","inventory","Backend / all clients","server/services/inventory.js:868","2026-09-20T16:19:46.383Z"
"backend_message","Phiếu chuyển kho thiếu thông tin","inventory","Backend / all clients","server/services/inventory.js:788","2026-09-20T16:19:46.383Z"
"backend_message","Phiếu không tồn tại","inventory","Backend / all clients","server/services/inventory.js:1274","2026-09-20T16:19:46.383Z"
"backend_message","Phiếu kiểm chưa có dòng hàng","inventory","Backend / all clients","server/services/inventory.js:1065","2026-09-20T16:19:46.383Z"
"backend_message","Phiếu kiểm đã cân bằng hoặc đã hủy","inventory","Backend / all clients","server/services/inventory.js:1063","2026-09-20T16:19:46.383Z"
"backend_message","Phiếu kiểm không tồn tại","inventory","Backend / all clients","server/services/inventory.js:1136","2026-09-20T16:19:46.383Z"
"backend_message","SKU không tồn tại","inventory","Backend / all clients","server/services/inventory.js:673","2026-09-20T16:19:46.383Z"
"backend_message","Thiếu book_id/sku_id","inventory","Backend / all clients","server/services/inventory.js:482","2026-09-20T16:19:46.383Z"
"backend_message","Thiếu kho kiểm","inventory","Backend / all clients","server/services/inventory.js:1020","2026-09-20T16:19:46.383Z"
"backend_message","Thiếu kho xuất","inventory","Backend / all clients","server/services/inventory.js:860","2026-09-20T16:19:46.383Z"
"backend_message","Thiếu tên bảng giá","inventory","Backend / all clients","server/services/inventory.js:451","2026-09-20T16:19:46.383Z"
"backend_message","Thiếu tên kho","inventory","Backend / all clients","server/services/inventory.js:187","2026-09-20T16:19:46.383Z"
"backend_message","Thiếu tên mặt hàng","inventory","Backend / all clients","server/services/inventory.js:541","2026-09-20T16:19:46.383Z"
"backend_message","Thiếu tên SKU","inventory","Backend / all clients","server/services/inventory.js:620","2026-09-20T16:19:46.383Z"
"backend_message","Tồn đầu kỳ của hàng bắt buộc HSD phải có hạn sử dụng","inventory","Backend / all clients","server/services/inventory.js:634","2026-09-20T16:19:46.383Z"
"backend_message","Tồn kiểm không hợp lệ","inventory","Backend / all clients","server/services/inventory.js:1428","2026-09-20T16:19:46.383Z"
"backend_message","Can nhap PIN Manager hoac Admin de phat hanh lai hoa don.","invoices","Backend / all clients","server/modules/invoices/routes.js:33","2026-09-20T16:19:46.383Z"
"backend_message","Hóa đơn không tồn tại","invoices","Backend / all clients","server/services/invoices.js:160","2026-09-20T16:19:46.383Z"
"backend_message","Không được hủy hóa đơn đã phát hành tại đây. Hóa đơn lập sai phải xử lý điều chỉnh hoặc thay thế theo loại hóa đơn; riêng hóa đơn máy tính tiền phải lập hóa đơn thay thế theo Thông tư 91/2026/TT-BTC.","invoices","Backend / all clients","server/modules/invoices/routes.js:45","2026-09-20T16:19:46.383Z"
"backend_message","Lazada chat push thiếu buyer_id.","lazadaChatConnector","Backend / all clients","server/services/lazadaChatConnector.js:94","2026-09-20T16:19:46.383Z"
"backend_message","Lazada chat webhook body không hợp lệ.","lazadaChatConnector","Backend / all clients","server/services/lazadaChatConnector.js:59","2026-09-20T16:19:46.383Z"
"backend_message","Sai chữ ký push Lazada Chat.","lazadaChatConnector","Backend / all clients","server/services/lazadaChatConnector.js:86","2026-09-20T16:19:46.383Z"
"backend_message","Thiếu chữ ký push Lazada Chat.","lazadaChatConnector","Backend / all clients","server/services/lazadaChatConnector.js:81","2026-09-20T16:19:46.383Z"
"backend_message","Không có ánh xạ Lazada cho seller_id=${wanted}.","lazadaConnector","Backend / all clients","server/services/lazadaConnector.js:466","2026-09-20T16:19:46.383Z"
"backend_message","Không tìm thấy order_item_ids cho đơn Lazada này (chưa đồng bộ chi tiết đơn?).","lazadaConnector","Backend / all clients","server/services/lazadaConnector.js:563","2026-09-20T16:19:46.383Z"
"backend_message","Lazada ${apiPath}: ${code} ${data.message ||","lazadaConnector","Backend / all clients","server/services/lazadaConnector.js:118","2026-09-20T16:19:46.383Z"
"backend_message","Lazada chưa cấu hình App Key / App Secret.","lazadaConnector","Backend / all clients","server/services/lazadaConnector.js:77","2026-09-20T16:19:46.383Z"
"backend_message","Lazada không trả file waybill.","lazadaConnector","Backend / all clients","server/services/lazadaConnector.js:547","2026-09-20T16:19:46.383Z"
"backend_message","Lazada push body không hợp lệ.","lazadaConnector","Backend / all clients","server/services/lazadaConnector.js:495","2026-09-20T16:19:46.383Z"
"backend_message","Lazada push thiếu seller_id.","lazadaConnector","Backend / all clients","server/services/lazadaConnector.js:451","2026-09-20T16:19:46.383Z"
"backend_message","Lazada refresh token thất bại: ${data.message || data.code ||","lazadaConnector","Backend / all clients","server/services/lazadaConnector.js:187","2026-09-20T16:19:46.383Z"
"backend_message","Lazada thiếu refresh_token.","lazadaConnector","Backend / all clients","server/services/lazadaConnector.js:182","2026-09-20T16:19:46.383Z"
"backend_message","Lazada token exchange thất bại: ${data.message || data.code ||","lazadaConnector","Backend / all clients","server/services/lazadaConnector.js:158","2026-09-20T16:19:46.383Z"
"backend_message","missing_lazada_order_id","lazadaConnector","Backend / all clients","server/services/lazadaConnector.js:243","2026-09-20T16:19:46.383Z"
"backend_message","Sai chữ ký push Lazada.","lazadaConnector","Backend / all clients","server/services/lazadaConnector.js:511","2026-09-20T16:19:46.383Z"
"backend_message","Shop Lazada chưa được ủy quyền (thiếu access_token). Hãy chạy kết nối OAuth.","lazadaConnector","Backend / all clients","server/services/lazadaConnector.js:83","2026-09-20T16:19:46.383Z"
"backend_message","Thiếu chữ ký push Lazada.","lazadaConnector","Backend / all clients","server/services/lazadaConnector.js:506","2026-09-20T16:19:46.383Z"
"backend_message","Gian hàng không được ánh xạ vào chi nhánh này.","marketplace","Backend / all clients","server/modules/marketplace/routes.js:24","2026-09-20T16:19:46.383Z"
"backend_message","Káº¿t ná»‘i chÆ°a cÃ³ gian hÃ ng Ä‘Æ°á»£c Ã¡nh xáº¡ vÃ o chi nhÃ¡nh nÃ y.","marketplace","Backend / all clients","server/modules/marketplace/routes.js:29","2026-09-20T16:19:46.383Z"
"backend_message","Không tìm thấy kết nối marketplace.","marketplace","Backend / all clients","server/modules/marketplace/routes.js:106","2026-09-20T16:19:46.383Z"
"backend_message","Provider chưa hỗ trợ đồng bộ qua route này.","marketplace","Backend / all clients","server/modules/marketplace/routes.js:53","2026-09-20T16:19:46.383Z"
"backend_message","Server chưa cấu hình API_BASE_URL/APP_URL cho marketplace callback.","marketplace","Backend / all clients","server/modules/marketplace/routes.js:10","2026-09-20T16:19:46.383Z"
"backend_message","${provider} chưa có Page access token.","metaConnector","Backend / all clients","server/services/metaConnector.js:128","2026-09-20T16:19:46.383Z"
"backend_message","${provider} gửi tin lỗi: ${data.error.message}","metaConnector","Backend / all clients","server/services/metaConnector.js:134","2026-09-20T16:19:46.383Z"
"backend_message","Meta verify_token không khớp.","metaConnector","Backend / all clients","server/services/metaConnector.js:54","2026-09-20T16:19:46.383Z"
"backend_message","Meta webhook body không hợp lệ.","metaConnector","Backend / all clients","server/services/metaConnector.js:82","2026-09-20T16:19:46.383Z"
"backend_message","Sai chữ ký X-Hub-Signature-256.","metaConnector","Backend / all clients","server/services/metaConnector.js:91","2026-09-20T16:19:46.383Z"
"backend_message","Chưa khai đường dẫn API MISA cho thao tác","misa","Backend / all clients","server/services/misa/config.js:185","2026-09-20T16:19:46.383Z"
"backend_message","Hóa đơn có ${totals.lines.length} dòng, vượt giới hạn 400 dòng/hóa đơn của MISA","misa","Backend / all clients","server/services/misa/payload.js:183","2026-09-20T16:19:46.383Z"
"backend_message","Hóa đơn không có dòng hàng nào","misa","Backend / all clients","server/services/misa/payload.js:172","2026-09-20T16:19:46.383Z"
"backend_message","Hóa đơn lệch tiền: tiền hàng ${totalAmountWithoutVAT} + thuế ${totalVATAmount} ≠ ${grandTotal}","misa","Backend / all clients","server/services/misa/payload.js:159","2026-09-20T16:19:46.383Z"
"backend_message","Hóa đơn lệch tiền: tổng các dòng ${tongDong} ≠ tổng bill ${grandTotal}","misa","Backend / all clients","server/services/misa/payload.js:154","2026-09-20T16:19:46.383Z"
"backend_message","Mã số thuế không khớp: đã nhập ${taxCode}, tài khoản MISA thuộc về ${traVeMst}.","misa","Backend / all clients","server/services/misa/company.js:119","2026-09-20T16:19:46.383Z"
"backend_message","Thiếu mã số thuế để tra cứu doanh nghiệp","misa","Backend / all clients","server/services/misa/company.js:101","2026-09-20T16:19:46.383Z"
"backend_message","Mẫu số phải lớn hơn 0","money","Backend / all clients","server/core/money.js:15","2026-09-20T16:19:46.383Z"
"backend_message","Số thập phân không hợp lệ: ${raw}","money","Backend / all clients","server/core/money.js:7","2026-09-20T16:19:46.383Z"
"backend_message","Số tiền vượt giới hạn an toàn","money","Backend / all clients","server/core/money.js:23","2026-09-20T16:19:46.383Z"
"backend_message","Cần chọn bill để khớp.","moneyLedger","Backend / all clients","server/services/moneyLedger.js:354","2026-09-20T16:19:46.383Z"
"backend_message","Cần nhập tên nghĩa vụ (lương, thuê mặt bằng…).","moneyLedger","Backend / all clients","server/services/moneyLedger.js:438","2026-09-20T16:19:46.383Z"
"backend_message","Cần nhập từ khoá (pattern) cho rule.","moneyLedger","Backend / all clients","server/services/moneyLedger.js:376","2026-09-20T16:19:46.383Z"
"backend_message","Không tìm thấy giao dịch bank.","moneyLedger","Backend / all clients","server/services/moneyLedger.js:346","2026-09-20T16:19:46.383Z"
"backend_message","Thao tác không hợp lệ.","moneyLedger","Backend / all clients","server/services/moneyLedger.js:364","2026-09-20T16:19:46.383Z"
"backend_message","Danh sách tệp đính kèm không hợp lệ.","omni","Backend / all clients","server/services/omni/core.js:15","2026-09-20T16:19:46.383Z"
"backend_message","Đơn hàng không tồn tại trong chi nhánh.","omni","Backend / all clients","server/services/omni/core.js:241","2026-09-20T16:19:46.383Z"
"backend_message","Event key Omni bị dùng lại với payload khác.","omni","Backend / all clients","server/services/omni/core.js:96","2026-09-20T16:19:46.383Z"
"backend_message","Hội thoại chưa có định danh khách.","omni","Backend / all clients","server/services/omni/core.js:231","2026-09-20T16:19:46.383Z"
"backend_message","Kênh Omni thiếu provider hoặc mã tài khoản ngoài.","omni","Backend / all clients","server/services/omni/core.js:70","2026-09-20T16:19:46.383Z"
"backend_message","Khách hàng không tồn tại trong chi nhánh.","omni","Backend / all clients","server/services/omni/core.js:233","2026-09-20T16:19:46.383Z"
"backend_message","Không tìm thấy hội thoại Omni.","omni","Backend / all clients","server/services/omni/core.js:45","2026-09-20T16:19:46.383Z"
"backend_message","Mẫu trả lời cần shortcut hợp lệ và nội dung.","omni","Backend / all clients","server/services/omni/core.js:256","2026-09-20T16:19:46.383Z"
"backend_message","Mức ưu tiên hội thoại không hợp lệ.","omni","Backend / all clients","server/services/omni/core.js:216","2026-09-20T16:19:46.383Z"
"backend_message","Nhãn Omni cần có tên.","omni","Backend / all clients","server/services/omni/core.js:273","2026-09-20T16:19:46.383Z"
"backend_message","Nhãn Omni không thuộc chi nhánh hiện tại.","omni","Backend / all clients","server/services/omni/core.js:287","2026-09-20T16:19:46.383Z"
"backend_message","Nhân viên được phân công không hoạt động.","omni","Backend / all clients","server/services/omni/core.js:218","2026-09-20T16:19:46.383Z"
"backend_message","Sự kiện Omni thiếu provider/event_key.","omni","Backend / all clients","server/services/omni/core.js:87","2026-09-20T16:19:46.383Z"
"backend_message","Tệp đính kèm không hợp lệ.","omni","Backend / all clients","server/services/omni/core.js:20","2026-09-20T16:19:46.383Z"
"backend_message","Tệp đính kèm vượt quá 20MB.","omni","Backend / all clients","server/services/omni/core.js:24","2026-09-20T16:19:46.383Z"
"backend_message","Tin nhắn thiếu định danh khách ngoài.","omni","Backend / all clients","server/services/omni/core.js:105","2026-09-20T16:19:46.383Z"
"backend_message","Tin nhắn thiếu mã hội thoại ngoài.","omni","Backend / all clients","server/services/omni/core.js:120","2026-09-20T16:19:46.383Z"
"backend_message","Tin nhắn thiếu mã ngoài.","omni","Backend / all clients","server/services/omni/core.js:131","2026-09-20T16:19:46.383Z"
"backend_message","Tối đa 10 tệp đính kèm mỗi tin nhắn.","omni","Backend / all clients","server/services/omni/core.js:16","2026-09-20T16:19:46.383Z"
"backend_message","Tổng tệp đính kèm vượt quá 50MB.","omni","Backend / all clients","server/services/omni/core.js:28","2026-09-20T16:19:46.383Z"
"backend_message","Trạng thái hội thoại không hợp lệ.","omni","Backend / all clients","server/services/omni/core.js:215","2026-09-20T16:19:46.383Z"
"backend_message","URL tệp đính kèm phải dùng HTTPS.","omni","Backend / all clients","server/services/omni/core.js:32","2026-09-20T16:19:46.383Z"
"backend_message","Đơn đã ở trạng thái kết thúc; không thể tiếp tục xử lý.","online","Backend / all clients","server/services/online.js:682","2026-09-20T16:19:46.383Z"
"backend_message","Đơn online không tồn tại.","online","Backend / all clients","server/services/online.js:364","2026-09-20T16:19:46.383Z"
"backend_message","Đơn online rỗng","online","Backend / all clients","server/services/online.js:248","2026-09-20T16:19:46.383Z"
"backend_message","Hủy/hoàn tiền không dùng thao tác hàng loạt ở đây.","online","Backend / all clients","server/modules/online/routes.js:59","2026-09-20T16:19:46.383Z"
"backend_message","Hủy/hoàn tiền phải dùng endpoint có quyền chuyên biệt.","online","Backend / all clients","server/modules/online/routes.js:49","2026-09-20T16:19:46.383Z"
"backend_message","Kenh","online","Backend / all clients","server/services/online.js:46","2026-09-20T16:19:46.383Z"
"backend_message","Kenh online da bat nhung chua cau hinh webhook secret.","online","Backend / all clients","server/services/online.js:57","2026-09-20T16:19:46.383Z"
"backend_message","Kenh online khong hop le:","online","Backend / all clients","server/services/online.js:44","2026-09-20T16:19:46.383Z"
"backend_message","Kênh ${current.provider} chưa hỗ trợ đồng bộ thao tác này.","online","Backend / all clients","server/services/online.js:691","2026-09-20T16:19:46.383Z"
"backend_message","Không khớp được sản phẩm online:","online","Backend / all clients","server/services/online.js:103","2026-09-20T16:19:46.383Z"
"backend_message","Không tìm thấy đơn Retail Online.","online","Backend / all clients","server/services/online.js:657","2026-09-20T16:19:46.383Z"
"backend_message","Không tìm thấy listing trên sàn cần liên kết.","online","Backend / all clients","server/services/online.js:858","2026-09-20T16:19:46.383Z"
"backend_message","Không tìm thấy listing trên sàn.","online","Backend / all clients","server/services/online.js:897","2026-09-20T16:19:46.383Z"
"backend_message","Mặt hàng POS không tồn tại trong chi nhánh này.","online","Backend / all clients","server/services/online.js:860","2026-09-20T16:19:46.383Z"
"backend_message","Nhân viên được phân công không tồn tại hoặc đã ngừng hoạt động.","online","Backend / all clients","server/services/online.js:663","2026-09-20T16:19:46.383Z"
"backend_message","Payload webhook không hợp lệ hoặc cấu trúc không được hỗ trợ.","online","Backend / all clients","server/services/online.js:237","2026-09-20T16:19:46.383Z"
"backend_message","Sai webhook secret cho kenh","online","Backend / all clients","server/services/online.js:66","2026-09-20T16:19:46.383Z"
"backend_message","Thao tác đơn online không hợp lệ.","online","Backend / all clients","server/services/online.js:680","2026-09-20T16:19:46.383Z"
"backend_message","Trạng thái online không hợp lệ","online","Backend / all clients","server/services/online.js:350","2026-09-20T16:19:46.383Z"
"backend_message","Webhook kênh bán phải chỉ rõ branch_id.","online","Backend / all clients","server/modules/online/routes.js:25","2026-09-20T16:19:46.383Z"
"backend_message","Bàn chuyển phải khác bàn hiện tại","orders","Backend / all clients","server/services/orders.js:730","2026-09-20T16:19:46.383Z"
"backend_message","Bàn đang có khách, không thể xóa!","orders","Backend / all clients","server/services/orders.js:1262","2026-09-20T16:19:46.383Z"
"backend_message","Bàn đích đang có bill. Hãy dùng Gộp bàn.","orders","Backend / all clients","server/services/orders.js:734","2026-09-20T16:19:46.383Z"
"backend_message","Bàn đích không tồn tại","orders","Backend / all clients","server/services/orders.js:772","2026-09-20T16:19:46.383Z"
"backend_message","Bàn hiện tại chưa có bill để chuyển","orders","Backend / all clients","server/services/orders.js:732","2026-09-20T16:19:46.383Z"
"backend_message","Bàn không tồn tại","orders","Backend / all clients","server/services/orders.js:1254","2026-09-20T16:19:46.383Z"
"backend_message","Bàn nguồn chưa có bill","orders","Backend / all clients","server/services/orders.js:767","2026-09-20T16:19:46.383Z"
"backend_message","Bàn nguồn không tồn tại","orders","Backend / all clients","server/services/orders.js:771","2026-09-20T16:19:46.383Z"
"backend_message","Bill ${o.bill_no || o.id} đã ghi nhận ${Math.round(paid).toLocaleString(","orders","Backend / all clients","server/services/orders.js:670","2026-09-20T16:19:46.383Z"
"backend_message","Bill cần gộp không tồn tại hoặc đã đóng.","orders","Backend / all clients","server/services/orders.js:312","2026-09-20T16:19:46.383Z"
"backend_message","Bill đã được void trước đó.","orders","Backend / all clients","server/modules/orders/routes.js:350","2026-09-20T16:19:46.383Z"
"backend_message","Bill không tồn tại hoặc đã đóng","orders","Backend / all clients","server/services/orders.js:1032","2026-09-20T16:19:46.383Z"
"backend_message","Bill không tồn tại.","orders","Backend / all clients","server/modules/orders/routes.js:392","2026-09-20T16:19:46.383Z"
"backend_message","Cần mở ca làm việc trước khi bán hàng.","orders","Backend / all clients","server/services/orders.js:152","2026-09-20T16:19:46.383Z"
"backend_message","Cần nhập lý do hoàn tiền.","orders","Backend / all clients","server/modules/orders/routes.js:396","2026-09-20T16:19:46.383Z"
"backend_message","Cần nhập lý do từ chối","orders","Backend / all clients","server/services/orders.js:615","2026-09-20T16:19:46.383Z"
"backend_message","Cần nhập PIN của Manager hoặc Admin để chỉnh giá dòng.","orders","Backend / all clients","server/modules/orders/routes.js:133","2026-09-20T16:19:46.383Z"
"backend_message","Cần nhập PIN của Manager hoặc Admin để xác nhận thay đổi sơ đồ bàn.","orders","Backend / all clients","server/modules/orders/routes.js:98","2026-09-20T16:19:46.383Z"
"backend_message","Cần nhập PIN của Quản lý hoặc Admin để hủy bill.","orders","Backend / all clients","server/modules/orders/routes.js:338","2026-09-20T16:19:46.383Z"
"backend_message","Cần PIN của Quản lý/Admin để hoàn tiền và dọn bàn.","orders","Backend / all clients","server/modules/orders/routes.js:46","2026-09-20T16:19:46.383Z"
